7.0,1.4,4.4,1.0,Nacional
7.6,1.7,4.1,1.4,Nacional
7.7,4.0,4.1,1.1,Nacional
7.7,1.9,4.1,1.4,Nacional
6.1,1.9,4.4,1.4,Nacional
7.1,1.7,4.0,1.1,Nacional
7.7,1.8,4.1,1.4,Nacional
6.4,4.4,6.0,1.7,Millonarios
7.8,1.7,7.1,1.9,Millonarios
7.1,4.0,7.9,1.1,Millonarios
6.4,1.9,7.6,1.8,Millonarios
6.7,4.0,7.8,1.1,Millonarios
7.6,4.0,6.6,1.1,Millonarios
4.9,1.7,4.7,1.7,Millonarios
7.4,1.9,6.4,1.8,Millonarios
6.7,1.7,7.8,1.8,Millonarios
7.1,4.6,6.1,1.7,Millonarios
6.7,4.1,7.1,1.0,Millonarios
6.4,1.7,7.4,1.9,Millonarios
6.8,4.0,7.7,1.1,Millonarios
7.7,1.7,7.0,1.0,Millonarios
7.8,1.8,7.1,1.4,Millonarios
6.4,4.1,7.4,1.4,Millonarios
6.7,4.0,7.7,1.8,Millonarios
7.7,4.8,6.7,1.1,Millonarios
7.7,1.6,6.9,1.4,Millonarios
6.0,1.1,7.0,1.7,Millonarios
6.9,4.1,7.7,1.4,Millonarios
7.6,1.8,4.9,1.0,Millonarios
7.7,1.8,6.7,1.0,Millonarios
6.4,1.7,4.9,1.8,Millonarios
6.7,4.4,7.7,1.1,Millonarios
7.1,4.1,6.0,1.8,Millonarios
6.1,1.8,4.8,1.8,Millonarios
6.1,4.0,4.9,1.8,Millonarios
6.4,1.8,7.6,1.1,Millonarios
7.1,4.0,7.8,1.6,Millonarios
7.4,1.8,6.1,1.9,Millonarios
7.9,4.8,6.4,1.0,Millonarios
6.4,1.8,7.6,1.1,Millonarios
6.4,1.8,7.1,1.7,Millonarios
6.1,1.6,7.6,1.4,Millonarios
7.7,4.0,6.1,1.4,Millonarios
6.4,4.4,7.6,1.4,Millonarios
6.4,4.1,7.7,1.8,Millonarios
6.0,4.0,4.8,1.8,Millonarios
6.9,4.1,7.4,1.1,Millonarios
6.7,4.1,7.6,1.4,Millonarios
6.9,4.1,7.1,1.4,Millonarios
7.8,1.7,7.1,1.9,Millonarios
6.8,4.1,7.9,1.4,Millonarios
6.7,4.4,7.7,1.7,Millonarios
6.7,4.0,7.1,1.4,Millonarios
6.4,1.7,7.0,1.9,Millonarios
6.7,4.0,7.1,1.0,Millonarios
6.1,4.4,7.4,1.4,Millonarios
7.9,4.0,7.1,1.8,Millonarios

